packet_id,timestamp,dpid,in_port,eth_src,eth_dst,protocol,src_ip,dst_ip,src_port,dst_port,ttl,packet_len,tcp_flags,icmp_type,icmp_code,arp_opcode,arp_src_ip,arp_dst_ip,info
816,2026-04-18T10:15:11.780,0000000000000002,3,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
817,2026-04-18T10:15:11.827,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:04,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.4,ARP Reply: 10.0.0.1 → 10.0.0.4
818,2026-04-18T10:15:11.866,0000000000000002,4,00:00:00:00:00:04,00:00:00:00:00:03,ARP,,,,,,42,,,,Reply,10.0.0.4,10.0.0.3,ARP Reply: 10.0.0.4 → 10.0.0.3
819,2026-04-18T10:15:11.894,0000000000000002,4,00:00:00:00:00:04,00:00:00:00:00:03,ICMP,10.0.0.4,10.0.0.3,,,64,98,,0,0,,,,ICMP Echo Reply 10.0.0.4 → 10.0.0.3
820,2026-04-18T10:15:11.932,0000000000000002,4,00:00:00:00:00:06,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.6,10.0.0.1,ARP Request: 10.0.0.6 → 10.0.0.1
821,2026-04-18T10:15:12.019,0000000000000002,4,00:00:00:00:00:05,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.5,10.0.0.1,ARP Request: 10.0.0.5 → 10.0.0.1
822,2026-04-18T10:15:12.049,0000000000000002,4,00:00:00:00:00:09,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.1,ARP Request: 10.0.0.9 → 10.0.0.1
823,2026-04-18T10:15:12.104,0000000000000002,4,00:00:00:00:00:08,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.1,ARP Request: 10.0.0.8 → 10.0.0.1
824,2026-04-18T10:15:12.128,0000000000000002,4,00:00:00:00:00:07,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.1,ARP Request: 10.0.0.7 → 10.0.0.1
825,2026-04-18T10:15:12.177,0000000000000004,4,00:00:00:00:00:04,00:00:00:00:00:03,ARP,,,,,,42,,,,Reply,10.0.0.4,10.0.0.3,ARP Reply: 10.0.0.4 → 10.0.0.3
826,2026-04-18T10:15:12.203,0000000000000004,4,00:00:00:00:00:04,00:00:00:00:00:03,ICMP,10.0.0.4,10.0.0.3,,,64,98,,0,0,,,,ICMP Echo Reply 10.0.0.4 → 10.0.0.3
827,2026-04-18T10:15:12.228,0000000000000004,4,00:00:00:00:00:06,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.6,10.0.0.1,ARP Request: 10.0.0.6 → 10.0.0.1
828,2026-04-18T10:15:12.251,0000000000000004,4,00:00:00:00:00:05,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.5,10.0.0.1,ARP Request: 10.0.0.5 → 10.0.0.1
829,2026-04-18T10:15:12.275,0000000000000004,4,00:00:00:00:00:01,00:00:00:00:00:06,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.6,ARP Reply: 10.0.0.1 → 10.0.0.6
830,2026-04-18T10:15:12.300,0000000000000004,4,00:00:00:00:00:01,00:00:00:00:00:05,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.5,ARP Reply: 10.0.0.1 → 10.0.0.5
831,2026-04-18T10:15:12.326,0000000000000004,4,00:00:00:00:00:03,33:33:00:00:00:02,IPv6,fe80::200:ff:fe00:3,ff02::2,,,,70,,,,,,,IPv6 fe80::200:ff:fe00:3 → ff02::2
832,2026-04-18T10:15:12.403,0000000000000004,2,00:00:00:00:00:08,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.1,ARP Request: 10.0.0.8 → 10.0.0.1
833,2026-04-18T10:15:12.462,0000000000000004,3,00:00:00:00:00:09,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.1,ARP Request: 10.0.0.9 → 10.0.0.1
834,2026-04-18T10:15:12.506,0000000000000004,1,00:00:00:00:00:07,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.1,ARP Request: 10.0.0.7 → 10.0.0.1
835,2026-04-18T10:15:12.557,0000000000000001,2,00:00:00:00:00:04,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.4,10.0.0.2,ARP Request: 10.0.0.4 → 10.0.0.2
836,2026-04-18T10:15:12.630,0000000000000001,1,00:00:00:00:00:01,00:00:00:00:00:07,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.7,ARP Reply: 10.0.0.1 → 10.0.0.7
837,2026-04-18T10:15:12.691,0000000000000001,1,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
838,2026-04-18T10:15:12.747,0000000000000001,1,00:00:00:00:00:01,00:00:00:00:00:04,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.4,ARP Reply: 10.0.0.1 → 10.0.0.4
839,2026-04-18T10:15:12.804,0000000000000001,3,00:00:00:00:00:08,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.1,ARP Request: 10.0.0.8 → 10.0.0.1
840,2026-04-18T10:15:12.835,0000000000000001,3,00:00:00:00:00:09,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.1,ARP Request: 10.0.0.9 → 10.0.0.1
841,2026-04-18T10:15:12.864,0000000000000001,3,00:00:00:00:00:07,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.1,ARP Request: 10.0.0.7 → 10.0.0.1
842,2026-04-18T10:15:12.891,0000000000000003,2,00:00:00:00:00:05,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.5,10.0.0.2,ARP Request: 10.0.0.5 → 10.0.0.2
843,2026-04-18T10:15:12.938,0000000000000003,3,00:00:00:00:00:06,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.6,10.0.0.2,ARP Request: 10.0.0.6 → 10.0.0.2
844,2026-04-18T10:15:12.969,0000000000000003,1,00:00:00:00:00:04,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.4,10.0.0.2,ARP Request: 10.0.0.4 → 10.0.0.2
845,2026-04-18T10:15:13.004,0000000000000003,4,00:00:00:00:00:01,00:00:00:00:00:07,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.7,ARP Reply: 10.0.0.1 → 10.0.0.7
846,2026-04-18T10:15:13.030,0000000000000003,2,00:00:00:00:00:05,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.5,10.0.0.2,ARP Request: 10.0.0.5 → 10.0.0.2
847,2026-04-18T10:15:13.058,0000000000000003,4,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
848,2026-04-18T10:15:13.085,0000000000000003,4,00:00:00:00:00:01,00:00:00:00:00:04,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.4,ARP Reply: 10.0.0.1 → 10.0.0.4
849,2026-04-18T10:15:13.121,0000000000000003,4,00:00:00:00:00:08,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.1,ARP Request: 10.0.0.8 → 10.0.0.1
850,2026-04-18T10:15:13.165,0000000000000003,4,00:00:00:00:00:09,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.1,ARP Request: 10.0.0.9 → 10.0.0.1
851,2026-04-18T10:15:13.219,0000000000000003,4,00:00:00:00:00:07,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.1,ARP Request: 10.0.0.7 → 10.0.0.1
852,2026-04-18T10:15:13.269,0000000000000002,2,00:00:00:00:00:02,00:00:00:00:00:03,ARP,,,,,,42,,,,Reply,10.0.0.2,10.0.0.3,ARP Reply: 10.0.0.2 → 10.0.0.3
853,2026-04-18T10:15:13.321,0000000000000002,3,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.5,ARP Request: 10.0.0.3 → 10.0.0.5
854,2026-04-18T10:15:13.370,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:06,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.6,ARP Reply: 10.0.0.1 → 10.0.0.6
855,2026-04-18T10:15:13.450,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:05,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.5,ARP Reply: 10.0.0.1 → 10.0.0.5
856,2026-04-18T10:15:13.514,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:09,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.9,ARP Reply: 10.0.0.1 → 10.0.0.9
857,2026-04-18T10:15:13.634,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:08,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.8,ARP Reply: 10.0.0.1 → 10.0.0.8
858,2026-04-18T10:15:13.749,0000000000000002,3,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
859,2026-04-18T10:15:14.018,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:07,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.7,ARP Reply: 10.0.0.1 → 10.0.0.7
860,2026-04-18T10:15:14.079,0000000000000002,4,00:00:00:00:00:04,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.4,10.0.0.2,ARP Request: 10.0.0.4 → 10.0.0.2
861,2026-04-18T10:15:14.107,0000000000000002,4,00:00:00:00:00:08,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.1,ARP Request: 10.0.0.8 → 10.0.0.1
862,2026-04-18T10:15:14.143,0000000000000002,4,00:00:00:00:00:09,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.1,ARP Request: 10.0.0.9 → 10.0.0.1
863,2026-04-18T10:15:14.181,0000000000000002,4,00:00:00:00:00:07,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.1,ARP Request: 10.0.0.7 → 10.0.0.1
864,2026-04-18T10:15:14.237,0000000000000002,3,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.5,ARP Request: 10.0.0.3 → 10.0.0.5
865,2026-04-18T10:15:14.299,0000000000000002,3,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
866,2026-04-18T10:15:14.365,0000000000000004,4,00:00:00:00:00:04,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.4,10.0.0.2,ARP Request: 10.0.0.4 → 10.0.0.2
867,2026-04-18T10:15:14.523,0000000000000004,2,00:00:00:00:00:08,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.2,ARP Request: 10.0.0.8 → 10.0.0.2
868,2026-04-18T10:15:14.577,0000000000000004,1,00:00:00:00:00:07,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.2,ARP Request: 10.0.0.7 → 10.0.0.2
869,2026-04-18T10:15:14.736,0000000000000004,4,00:00:00:00:00:01,00:00:00:00:00:07,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.7,ARP Reply: 10.0.0.1 → 10.0.0.7
870,2026-04-18T10:15:14.792,0000000000000004,3,00:00:00:00:00:09,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.1,ARP Request: 10.0.0.9 → 10.0.0.1
871,2026-04-18T10:15:14.848,0000000000000004,2,00:00:00:00:00:08,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.1,ARP Request: 10.0.0.8 → 10.0.0.1
872,2026-04-18T10:15:14.877,0000000000000004,4,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
873,2026-04-18T10:15:14.931,0000000000000004,4,00:00:00:00:00:01,00:00:00:00:00:04,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.4,ARP Reply: 10.0.0.1 → 10.0.0.4
874,2026-04-18T10:15:14.975,0000000000000004,3,00:00:00:00:00:09,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.2,ARP Request: 10.0.0.9 → 10.0.0.2
875,2026-04-18T10:15:14.999,0000000000000004,1,00:00:00:00:00:07,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.2,ARP Request: 10.0.0.7 → 10.0.0.2
876,2026-04-18T10:15:15.023,0000000000000004,2,00:00:00:00:00:08,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.2,ARP Request: 10.0.0.8 → 10.0.0.2
877,2026-04-18T10:15:15.067,0000000000000004,3,00:00:00:00:00:09,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.2,ARP Request: 10.0.0.9 → 10.0.0.2
878,2026-04-18T10:15:15.094,0000000000000001,2,00:00:00:00:00:05,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.5,10.0.0.2,ARP Request: 10.0.0.5 → 10.0.0.2
879,2026-04-18T10:15:15.117,0000000000000001,2,00:00:00:00:00:06,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.6,10.0.0.2,ARP Request: 10.0.0.6 → 10.0.0.2
880,2026-04-18T10:15:15.145,0000000000000001,2,00:00:00:00:00:04,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.4,10.0.0.2,ARP Request: 10.0.0.4 → 10.0.0.2
881,2026-04-18T10:15:15.184,0000000000000001,2,00:00:00:00:00:05,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.5,10.0.0.2,ARP Request: 10.0.0.5 → 10.0.0.2
882,2026-04-18T10:15:15.218,0000000000000001,1,00:00:00:00:00:02,00:00:00:00:00:03,ARP,,,,,,42,,,,Reply,10.0.0.2,10.0.0.3,ARP Reply: 10.0.0.2 → 10.0.0.3
883,2026-04-18T10:15:15.258,0000000000000001,1,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.5,ARP Request: 10.0.0.3 → 10.0.0.5
884,2026-04-18T10:15:15.287,0000000000000001,1,00:00:00:00:00:01,00:00:00:00:00:06,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.6,ARP Reply: 10.0.0.1 → 10.0.0.6
885,2026-04-18T10:15:15.321,0000000000000001,1,00:00:00:00:00:01,00:00:00:00:00:05,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.5,ARP Reply: 10.0.0.1 → 10.0.0.5
886,2026-04-18T10:15:15.356,0000000000000001,1,00:00:00:00:00:01,00:00:00:00:00:09,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.9,ARP Reply: 10.0.0.1 → 10.0.0.9
887,2026-04-18T10:15:15.399,0000000000000001,1,00:00:00:00:00:01,00:00:00:00:00:08,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.8,ARP Reply: 10.0.0.1 → 10.0.0.8
888,2026-04-18T10:15:15.432,0000000000000001,1,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
889,2026-04-18T10:15:15.461,0000000000000001,2,22:6d:8b:21:fc:73,33:33:00:00:00:fb,IPv6,fe80::206d:8bff:fe21:fc73,ff02::fb,,,,107,,,,,,,IPv6 fe80::206d:8bff:fe21:fc73 → ff02::fb
890,2026-04-18T10:15:15.489,0000000000000001,1,b2:31:3e:86:00:10,33:33:00:00:00:fb,IPv6,fe80::b031:3eff:fe86:10,ff02::fb,,,,107,,,,,,,IPv6 fe80::b031:3eff:fe86:10 → ff02::fb
891,2026-04-18T10:15:15.515,0000000000000001,1,00:00:00:00:00:01,00:00:00:00:00:07,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.7,ARP Reply: 10.0.0.1 → 10.0.0.7
892,2026-04-18T10:15:15.545,0000000000000001,1,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.5,ARP Request: 10.0.0.3 → 10.0.0.5
893,2026-04-18T10:15:15.578,0000000000000001,1,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
894,2026-04-18T10:15:15.608,0000000000000001,3,00:00:00:00:00:08,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.2,ARP Request: 10.0.0.8 → 10.0.0.2
895,2026-04-18T10:15:15.648,0000000000000001,3,4e:28:dc:1e:4c:40,33:33:00:00:00:fb,IPv6,fe80::4c28:dcff:fe1e:4c40,ff02::fb,,,,107,,,,,,,IPv6 fe80::4c28:dcff:fe1e:4c40 → ff02::fb
896,2026-04-18T10:15:15.691,0000000000000001,3,00:00:00:00:00:07,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.2,ARP Request: 10.0.0.7 → 10.0.0.2
897,2026-04-18T10:15:15.730,0000000000000001,3,00:00:00:00:00:09,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.1,ARP Request: 10.0.0.9 → 10.0.0.1
898,2026-04-18T10:15:15.780,0000000000000001,3,00:00:00:00:00:08,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.1,ARP Request: 10.0.0.8 → 10.0.0.1
899,2026-04-18T10:15:15.856,0000000000000001,3,00:00:00:00:00:09,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.2,ARP Request: 10.0.0.9 → 10.0.0.2
900,2026-04-18T10:15:15.892,0000000000000001,3,00:00:00:00:00:07,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.2,ARP Request: 10.0.0.7 → 10.0.0.2
901,2026-04-18T10:15:15.924,0000000000000001,3,00:00:00:00:00:08,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.2,ARP Request: 10.0.0.8 → 10.0.0.2
902,2026-04-18T10:15:15.970,0000000000000003,1,00:00:00:00:00:04,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.4,10.0.0.2,ARP Request: 10.0.0.4 → 10.0.0.2
903,2026-04-18T10:15:16.014,0000000000000003,3,00:00:00:00:00:06,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.6,10.0.0.2,ARP Request: 10.0.0.6 → 10.0.0.2
904,2026-04-18T10:15:16.086,0000000000000003,2,00:00:00:00:00:05,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.5,10.0.0.2,ARP Request: 10.0.0.5 → 10.0.0.2
905,2026-04-18T10:15:16.128,0000000000000003,4,0a:6f:67:08:36:31,33:33:00:00:00:fb,IPv6,fe80::86f:67ff:fe08:3631,ff02::fb,,,,107,,,,,,,IPv6 fe80::86f:67ff:fe08:3631 → ff02::fb
906,2026-04-18T10:15:16.169,0000000000000003,3,00:00:00:00:00:06,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.6,10.0.0.2,ARP Request: 10.0.0.6 → 10.0.0.2
907,2026-04-18T10:15:16.208,0000000000000003,4,00:00:00:00:00:02,00:00:00:00:00:03,ARP,,,,,,42,,,,Reply,10.0.0.2,10.0.0.3,ARP Reply: 10.0.0.2 → 10.0.0.3
908,2026-04-18T10:15:16.250,0000000000000003,4,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.5,ARP Request: 10.0.0.3 → 10.0.0.5
909,2026-04-18T10:15:16.300,0000000000000003,4,00:00:00:00:00:01,00:00:00:00:00:06,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.6,ARP Reply: 10.0.0.1 → 10.0.0.6
910,2026-04-18T10:15:16.369,0000000000000003,4,00:00:00:00:00:01,00:00:00:00:00:05,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.5,ARP Reply: 10.0.0.1 → 10.0.0.5
911,2026-04-18T10:15:16.417,0000000000000003,4,00:00:00:00:00:01,00:00:00:00:00:09,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.9,ARP Reply: 10.0.0.1 → 10.0.0.9
912,2026-04-18T10:15:16.458,0000000000000003,4,00:00:00:00:00:01,00:00:00:00:00:08,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.8,ARP Reply: 10.0.0.1 → 10.0.0.8
913,2026-04-18T10:15:16.497,0000000000000003,4,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
914,2026-04-18T10:15:16.535,0000000000000003,4,b2:31:3e:86:00:10,33:33:00:00:00:fb,IPv6,fe80::b031:3eff:fe86:10,ff02::fb,,,,107,,,,,,,IPv6 fe80::b031:3eff:fe86:10 → ff02::fb
915,2026-04-18T10:15:16.576,0000000000000003,4,00:00:00:00:00:01,00:00:00:00:00:07,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.7,ARP Reply: 10.0.0.1 → 10.0.0.7
916,2026-04-18T10:15:16.617,0000000000000003,4,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.5,ARP Request: 10.0.0.3 → 10.0.0.5
917,2026-04-18T10:15:16.665,0000000000000003,4,00:00:00:00:00:03,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.2,ARP Request: 10.0.0.3 → 10.0.0.2
918,2026-04-18T10:15:16.718,0000000000000003,4,00:00:00:00:00:08,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.2,ARP Request: 10.0.0.8 → 10.0.0.2
919,2026-04-18T10:15:16.766,0000000000000003,4,4e:28:dc:1e:4c:40,33:33:00:00:00:fb,IPv6,fe80::4c28:dcff:fe1e:4c40,ff02::fb,,,,107,,,,,,,IPv6 fe80::4c28:dcff:fe1e:4c40 → ff02::fb
920,2026-04-18T10:15:16.820,0000000000000003,4,00:00:00:00:00:07,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.2,ARP Request: 10.0.0.7 → 10.0.0.2
921,2026-04-18T10:15:16.856,0000000000000003,1,00:00:00:00:00:04,00:00:00:00:00:03,ARP,,,,,,42,,,,Request,10.0.0.4,10.0.0.3,ARP Request: 10.0.0.4 → 10.0.0.3
922,2026-04-18T10:15:16.893,0000000000000003,4,0a:6f:67:08:36:31,33:33:00:00:00:02,IPv6,fe80::86f:67ff:fe08:3631,ff02::2,,,,70,,,,,,,IPv6 fe80::86f:67ff:fe08:3631 → ff02::2
923,2026-04-18T10:15:16.928,0000000000000003,3,00:00:00:00:00:06,33:33:00:00:00:02,IPv6,fe80::200:ff:fe00:6,ff02::2,,,,70,,,,,,,IPv6 fe80::200:ff:fe00:6 → ff02::2
924,2026-04-18T10:15:16.965,0000000000000003,4,00:00:00:00:00:09,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.1,ARP Request: 10.0.0.9 → 10.0.0.1
925,2026-04-18T10:15:16.988,0000000000000003,4,00:00:00:00:00:08,00:00:00:00:00:01,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.1,ARP Request: 10.0.0.8 → 10.0.0.1
926,2026-04-18T10:15:17.014,0000000000000003,4,00:00:00:00:00:09,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.9,10.0.0.2,ARP Request: 10.0.0.9 → 10.0.0.2
927,2026-04-18T10:15:17.042,0000000000000003,4,00:00:00:00:00:07,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.7,10.0.0.2,ARP Request: 10.0.0.7 → 10.0.0.2
928,2026-04-18T10:15:17.094,0000000000000003,4,00:00:00:00:00:08,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.8,10.0.0.2,ARP Request: 10.0.0.8 → 10.0.0.2
929,2026-04-18T10:15:17.124,0000000000000002,3,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.5,ARP Request: 10.0.0.3 → 10.0.0.5
930,2026-04-18T10:15:17.163,0000000000000002,2,00:00:00:00:00:02,00:00:00:00:00:03,ARP,,,,,,42,,,,Reply,10.0.0.2,10.0.0.3,ARP Reply: 10.0.0.2 → 10.0.0.3
931,2026-04-18T10:15:17.194,0000000000000002,2,00:00:00:00:00:02,00:00:00:00:00:04,ARP,,,,,,42,,,,Reply,10.0.0.2,10.0.0.4,ARP Reply: 10.0.0.2 → 10.0.0.4
932,2026-04-18T10:15:17.235,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:08,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.8,ARP Reply: 10.0.0.1 → 10.0.0.8
933,2026-04-18T10:15:17.268,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:09,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.9,ARP Reply: 10.0.0.1 → 10.0.0.9
934,2026-04-18T10:15:17.308,0000000000000002,4,ee:eb:cf:53:fe:72,33:33:00:00:00:fb,IPv6,fe80::eceb:cfff:fe53:fe72,ff02::fb,,,,107,,,,,,,IPv6 fe80::eceb:cfff:fe53:fe72 → ff02::fb
935,2026-04-18T10:15:17.350,0000000000000002,1,00:00:00:00:00:01,00:00:00:00:00:07,ARP,,,,,,42,,,,Reply,10.0.0.1,10.0.0.7,ARP Reply: 10.0.0.1 → 10.0.0.7
936,2026-04-18T10:15:17.397,0000000000000002,2,00:00:00:00:00:02,00:00:00:00:00:03,ARP,,,,,,42,,,,Reply,10.0.0.2,10.0.0.3,ARP Reply: 10.0.0.2 → 10.0.0.3
937,2026-04-18T10:15:17.444,0000000000000002,3,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,ARP,,,,,,42,,,,Request,10.0.0.3,10.0.0.6,ARP Request: 10.0.0.3 → 10.0.0.6
938,2026-04-18T10:15:17.486,0000000000000002,4,00:00:00:00:00:05,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.5,10.0.0.2,ARP Request: 10.0.0.5 → 10.0.0.2
939,2026-04-18T10:15:17.521,0000000000000002,4,00:00:00:00:00:06,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.6,10.0.0.2,ARP Request: 10.0.0.6 → 10.0.0.2
940,2026-04-18T10:15:17.566,0000000000000002,4,00:00:00:00:00:04,00:00:00:00:00:02,ARP,,,,,,42,,,,Request,10.0.0.4,10.0.0.2,ARP Request: 10.0.0.4 → 10.0.0.2
